Batch,No,Param:max length,Param:max length,Param:max freq,Param:guest word count,All word count,Seed word,Seed word freq,Seed word len,Sum freq of the other words,Sum len of the other words,Freq factor,Count factor,Len factor,Difficulty,The other words
15,419,6,14,10000,16,28,confirmation,4439,12,114072,183,118511,448,2196,1.16592E+11,information;action;nation;format;motion;contain;martin;comfort;formation;romantic;fiction;notion;norman;infant;inform;factor;antonio;confirm;marion;morton;norton;fraction;friction;conform;canton;contra;ontario
15,473,6,14,10000,16,28,transaction,5251,11,126080,181,131331,448,1991,1.17143E+11,action;station;nation;nations;artist;contain;contains;constant;actions;instant;contrast;strain;strict;trains;actors;traits;attain;transit;carson;strait;canton;sanction;tracts;stanton;contra;intact;constraint
15,363,6,14,10000,16,28,experiments,3473,11,137110,177,140583,448,1947,1.22624E+11,present;entire;extreme;empire;priest;permit;expense;enemies;experiment;expert;sixteen;enters;exempt;ernest;prints;merits;temper;esteem;experts;permits;entries;serpent;peters;insert;miners;metres;extremes
15,469,6,14,10000,16,28,organisation,5180,12,128494,176,133674,448,2112,1.26479E+11,against;strong;nation;nations;training;origin;rising;raising;string;notion;strain;antonio;trains;organs;arising;grants;giants;ignorant;notions;norton;grains;noting;staring;onions;ontario;santiago;gaston
15,303,6,14,10000,16,27,international,1481,13,127507,177,128988,432,2301,1.28218E+11,national;nation;online;italian;latter;relation;internal;intention;talent;intent;retain;rational;oriental;rotten;alteration;tenant;attain;lantern;learnt;toilet;aerial;retail;antoine;attire;natalie;latent
15,431,6,14,10000,16,29,regulation,4607,10,149469,181,154076,464,1810,1.29399E+11,nature;longer;region;relation;eating;tongue;relating;orange;retain;outline;ruling;neutral;oriental;granite;guinea;urgent;learnt;ignore;guitar;ritual;angelo;triangle;legion;retail;lounge;outrage;gloria;tearing
15,381,6,14,10000,16,29,conventional,3807,12,125348,188,129155,464,2256,1.35197E+11,action;active;native;nation;ancient;online;notice;contain;violent;convention;innocent;notion;vienna;antonio;location;cannon;vincent;client;covenant;violet;clinton;convent;volcano;canton;locate;antoine;calvin;violate
15,443,6,14,10000,16,32,spreading,4724,9,152650,194,157374,512,1746,1.40685E+11,reading;garden;spring;raised;design;spread;signed;danger;gained;gardens;praise;persian;singer;ranges;praised;dangers;despair;grades;daring;grains;spider;persia;ranged;resign;grapes;rapids;spared;anders;readings;sprang;arisen
15,429,6,14,10000,16,30,tremendous,4590,10,161226,179,165816,480,1790,1.42469E+11,turned;modern;remote;desert;mounted;tender;stored;monster;modest;enters;resume;resumed;ensure;ernest;rounds;routes;sermon;termed;emerson;endure;rested;denotes;demons;tenure;metres;denote;rented;routed;mounts
15,411,6,14,10000,16,31,signature,4305,9,167903,187,172208,496,1683,1.43754E+11,nature;strange;agents;string;eating;genius;strain;retain;trains;austin;singer;ranges;resting;granite;guinea;grants;giants;urgent;grains;resign;seating;guitar;satire;tigers;insert;staring;retains;tearing;argues;arisen
15,394,6,14,10000,16,31,addressing,4115,10,146358,193,150473,496,1930,1.44045E+11,reading;garden;raised;address;design;signed;danger;gained;assigned;adding;gardens;designs;singer;ranges;dangers;dressing;grades;arises;singers;daring;grains;raises;ranged;resign;anders;assign;ridden;drained;readings;arisen
15,432,6,14,10000,16,30,threatening,4637,11,142482,198,147119,480,2178,1.53804E+11,either;entire;neither;hearing;theatre;entering;engine;eating;intent;gather;retain;threat;thirteen;internet;theater;heritage;granite;treating;target;tenant;earning;therein;entertain;heating;threaten;attire;tearing;regent;genera
15,397,6,14,10000,16,29,negotiations,4156,12,144101,187,148257,464,2244,1.54368E+11,station;nation;nations;setting;sitting;agents;instant;eating;notion;intent;antonio;stating;giants;tension;tenant;tenants;tennis;testing;notions;insane;gotten;noting;negotiation;seating;stanton;antoine;onions;gaston
15,361,6,14,10000,16,30,correspondence,3419,14,117901,194,121320,480,2716,1.58162E+11,second;person;opened;orders;presence;record;corner;concerned;records;concern;proceed;concerns;screen;deeper;render;corners;proceeds;decree;sooner;donors;cooper;encore;respond;corpse;correspond;scored;concord;renders;poorer
15,481,6,14,10000,16,32,grandmother,5338,11,145514,190,150852,512,2090,1.61424E+11,another;rather;mother;german;modern;garden;method;regard;granted;danger;orange;throne;gather;thread;donate;morgan;harder;random;hatred;garment;ranged;homage;trader;dragon;gerard;herman;mortar;magnet;ardent;hanged;gardner
15,378,6,14,10000,16,32,separation,3727,10,155676,200,159403,512,2000,1.63229E+11,person;reason;points;parents;parties;prison;priest;praise;parent;senator;strain;retain;senior;persian;painter;trains;patron;prints;peasant;persia;pirate;painters;preston;satire;treason;insert;retains;patrons;partisan;arisen;pastor
15,494,6,14,10000,16,30,publications,5526,12,147825,188,153351,480,2256,1.66061E+11,public;action;social;points;obtain;plants;politics;actions;publication;cousin;plains;austin;caution;counts;pistol;consult;sultan;capitol;insult;plastic;auction;consul;postal;lisbon;louisa;pilots;baltic;cabins;nicolas
15,366,6,14,10000,16,33,headquarters,3545,12,139475,205,143020,528,2460,1.85766E+11,rather;request;square;quarter;reader;arthur;shared;desert;readers;hearts;arrested;quarters;arrest;treasure;thread;deaths;adequate;seated;rushed;header;harder;hatred;heated;easter;esther;trades;rested;trader;hardest;teresa;adhere;theresa
15,317,6,14,10000,16,32,restrictions,2721,12,141313,210,144034,512,2520,1.85838E+11,section;sister;stories;corner;cities;notice;interior;stores;stones;contest;crisis;resort;sections;strict;senior;escort;consist;resist;corners;insects;rotten;notices;sector;insist;insert;contests;sinister;restriction;torrent;scientist;norris
15,360,6,14,10000,16,31,organizations,3407,13,142417,207,145824,496,2691,1.94637E+11,against;strong;nation;nations;organization;training;origin;rising;raising;string;notion;strain;antonio;trains;organisation;organs;arising;grants;giants;ignorant;notions;norton;grains;noting;arizona;staring;onions;ontario;santiago;gaston
15,350,6,14,10000,16,33,transferred,3242,11,164019,201,167261,528,2211,1.95262E+11,senate;reader;eastern;desert;readers;transfer;nearest;tender;arrested;defeat;arrest;earned;faster;refers;seated;render;enters;feared;easter;ernest;earnest;trades;rested;nearer;trader;strand;anders;teresa;renders;ardent;rented;fraser
15,386,6,14,10000,16,31,restoration,3897,11,187308,195,191205,496,2145,2.03427E+11,reason;station;artist;resort;arrest;senator;strain;retain;senior;trains;sooner;rotten;traits;sierra;transit;strait;treats;satire;restraint;treason;insert;retains;rotation;torrent;attire;ontario;arisen;terrain;norris;anterior
15,485,6,14,10000,16,34,characterized,5427,13,140149,210,145576,544,2730,2.16198E+11,either;rather;character;created;carried;reached;direct;richard;credit;career;create;reader;teacher;retired;thread;charter;header;harder;retire;terrace;hatred;heated;hazard;traced;harriet;arctic;trader;carrie;richer;thrice;archie;crater;adhere
15,329,6,14,10000,16,33,contemporary,2933,12,163712,212,166645,528,2544,2.23843E+11,company;report;corner;poetry;payment;prayer;economy;temporary;partner;contrary;romance;parent;promote;compare;porter;carpet;cooper;patron;cameron;morton;operator;monroe;corporate;creator;canopy;carmen;mortar;contra;trance;potomac;poorer;crater
15,308,6,14,10000,16,34,opportunities,2068,13,149193,217,151261,544,2821,2.32129E+11,person;support;position;purpose;points;spirit;portion;troops;opposite;prison;priest;protest;portions;senior;petition;poison;propose;sooner;oppose;prints;supper;rotten;routes;inspire;preston;tourist;puerto;potent;option;insert;potter;petitions;outset
15,486,6,14,10000,16,33,deliberately,5434,12,170244,209,175678,528,2508,2.32637E+11,really;related;leader;reality;liberty;detail;liberal;albert;debate;readily;allied;altered;relate;barely;elderly;liable;lately;reliable;dealer;deliberate;betrayed;bailey;delete;literal;albeit;bradley;retail;barley;tribal;beetle;taller;bridal
15,314,6,14,10000,16,35,observation,2669,11,188239,212,190908,560,2332,2.49311E+11,reason;native;version;obtain;boston;breast;tribes;servant;senator;strain;absent;retain;senior;trains;natives;sooner;brains;varies;tavern;voters;invest;barnes;satire;barton;strive;treason;soviet;insert;braves;retains;osborne;ontario;serbia;arisen
15,384,6,14,10000,16,35,identification,3884,14,140404,243,144288,560,3402,2.74886E+11,action;indian;content;nation;ancient;notice;edition;contain;contained;attend;indicate;incident;noticed;fiction;fitted;intent;definition;infinite;infant;donate;confined;confident;finance;intend;indication;tenant;initiated;infection;finite;canton;notified;contend;antoine;intact
15,395,6,14,10000,16,35,legislature,4138,11,203227,218,207365,560,2398,2.78466E+11,result;israel;largest;league;easier;leisure;earliest;trials;leagues;allies;relate;galleries;relates;easter;gesture;leslie;agrees;regulate;guitar;stella;realise;satire;ritual;tigers;literal;laurel;eagles;trails;retail;salute;ulster;argues;teresa;taller
15,309,6,14,10000,16,37,distinguished,2098,13,153732,235,155830,592,3055,2.81828E+11,united;things;design;inside;signed;studies;duties;issued;hidden;studied;guests;nights;sudden;designs;genius;sunset;guided;distinguish;editing;insisted;suited;guides;dishes;hiding;insight;tissue;indies;sights;issuing;disguise;insist;digest;digits;hunted;disguised;disgust
15,423,6,14,10000,16,36,respectively,4484,12,173558,240,178042,576,2880,2.9535E+11,service;receive;silver;secret;respect;pieces;severe;priest;prices;select;respective;receives;precisely;severely;precise;clever;receipt;secretly;relieve;severity;replies;triple;leicester;perceive;sleeve;pierce;steele;eclipse;strive;peters;receipts;recipe;sleepy;relics;lyrics
15,462,6,14,10000,16,38,expectations,5012,12,158346,248,163358,608,2976,2.95581E+11,action;section;except;points;station;copies;notice;estate;pieces;escape;extent;senate;actions;patient;expect;exception;aspect;contest;patients;patent;sixteen;patience;exceptions;expectation;poetic;notices;expose;petite;potent;ascent;expects;context;intact;inspect;excite;seneca;canoes
15,463,6,14,10000,16,38,concentrated,5027,12,171437,248,176464,608,2976,3.19295E+11,created;contact;centre;content;recent;connected;create;treated;center;concerned;attend;entrance;contract;concern;tender;concert;earned;donate;decent;accent;encore;contracted;accord;detect;rotten;traced;tenant;concentrate;conrad;dancer;canton;denote;contra;contend;trance;ardent;rented
15,499,6,14,10000,16,42,streaming,5584,9,211024,260,216608,672,2340,3.40612E+11,german;master;remain;remains;stream;martin;strange;agents;images;string;eating;marine;strain;retain;trains;germans;margin;singer;armies;ranges;resting;granite;grants;giants;merits;garments;garment;grains;resign;seating;inmates;satire;tigers;insert;miners;staring;retains;tearing;magnet;marines;arisen
15,345,6,14,10000,16,38,representing,3183,12,182542,255,185725,608,3060,3.45538E+11,present;spring;entire;seeing;represent;enterprise;entering;engine;priest;string;pierre;intense;engineer;engines;enters;singer;retire;presenting;regret;resting;ernest;engineers;prints;tennis;register;steering;energies;printer;resign;tigers;entries;prestige;serpent;peters;insert;greene;regent
15,466,6,14,10000,16,38,concentration,5124,13,169915,253,175039,608,3289,3.50028E+11,certain;action;contact;content;nation;ancient;notice;connection;contain;creation;contract;concern;cotton;innocent;concert;notion;intent;reaction;retain;antonio;cannon;continent;accent;rotten;tenant;norton;arctic;contention;rotation;canton;contra;cicero;antoine;attire;intact;trance;ontario
15,450,6,14,10000,16,39,congregation,4891,12,183831,254,188722,624,3048,3.5894E+11,certain;action;nation;ancient;region;notice;contain;creating;creation;acting;georgia;eating;orange;notion;oregon;reaction;retain;antonio;organic;racing;granite;ignorance;tragic;ignorant;earning;ignore;norton;noting;granting;ranging;canton;contra;raging;antoine;trance;tearing;ontario;tracing
15,330,6,14,10000,16,41,accomplished,2949,12,177592,260,180541,656,3120,3.69517E+11,special;social;places;michael;placed;simple;closed;copies;police;choice;claims;medical;ladies;claimed;chapel;imposed;shield;chemical;copied;shaped;holmes;sample;seldom;accomplish;sailed;polished;polish;michel;impose;ideals;coaches;compiled;sophia;sophie;hailed;spoiled;chemicals;comics;medals;sheila
15,347,6,14,10000,16,41,adventures,3231,10,217148,257,220379,656,2570,3.71541E+11,nature;events;turned;served;senate;eastern;desert;adventure;venture;nearest;tender;servant;avenue;earned;seated;enters;ensure;veteran;easter;ernest;earnest;adverse;nerves;trades;veterans;tavern;endure;rested;advent;tenure;strand;anders;ventures;teresa;ventured;ardent;denver;avenues;vested;rented
15,498,6,14,10000,16,42,partnership,5575,11,194314,263,199889,672,2893,3.88603E+11,rather;perhaps;parents;parties;papers;happen;phrase;hearts;priest;partner;parish;praise;repair;happens;parent;arrest;strain;athens;retain;partners;persian;painter;trains;harris;prints;shrine;sierra;repairs;harriet;persia;pirate;painters;printer;satire;theirs;insert;harper;retains;arisen;happier;terrain
15,468,6,14,10000,16,43,transformed,5169,11,191856,264,197025,688,2904,3.93646E+11,former;reason;master;modern;orders;forest;formed;format;stream;dreams;transfer;reform;resort;farmer;formats;stored;arrest;senator;monster;faster;farmers;donate;romans;modest;random;foster;framed;reforms;sermon;frames;trades;trader;demons;treason;strand;anders;mortar;transform;ransom;foreman;ardent;fraser
15,425,6,14,10000,16,40,revolutionary,4517,13,181857,267,186374,640,3471,4.14019E+11,return;nature;nearly;native;variety;travel;literary;reality;relation;violent;revolution;arrive;rarely;taylor;virtue;evolution;retain;oliver;interval;outline;voluntary;neutral;oriental;turner;vanity;revolt;trailer;learnt;novelty;tavern;violet;ritual;retail;lorraine;rivalry;ontario;violate;terrain;anterior
15,328,6,14,10000,16,41,arrangements,2901,12,193708,269,196609,656,3228,4.16333E+11,german;master;greater;manner;stream;strange;senate;eastern;agents;manage;margaret;nearest;arrangement;manager;arrest;stranger;germans;enters;arrange;regret;ranges;easter;ernest;manners;grants;earnest;managers;sergeant;agrees;garments;garment;steamer;nearer;metres;remnant;magnet;teresa;regent;remnants;genera
15,416,6,14,10000,16,45,leadership,4379,10,216967,274,221346,720,2740,4.36671E+11,raised;spread;israel;desire;leader;helped;please;ladies;leaders;shared;phrase;replied;parish;praise;pleased;easier;shield;shaped;sphere;sealed;header;asleep;praised;sailed;herald;replies;despair;dealer;realised;ideals;spider;elders;persia;reside;pearls;realise;rapids;spared;dealers;spiral;hailed;repeal;adhere;sheila
15,331,6,14,10000,16,40,investigation,2963,13,196967,265,199930,640,3445,4.40806E+11,native;station;nation;nations;setting;vision;sitting;agents;instant;eating;visiting;saving;intent;invitation;vienna;invasion;natives;stating;invite;voting;giants;tension;tenant;tenants;tennis;testing;giovanni;insane;gotten;noting;invest;seating;inviting;soviet;stanton;invitations;antoine;gaston;invites
15,357,6,14,10000,16,42,communications,3345,14,173819,291,177164,672,4074,4.85027E+11,common;action;account;amount;mountain;nation;nations;motion;contain;mountains;contains;communication;custom;actions;occasion;accounts;summit;cousin;notion;commons;commit;antonio;austin;mansion;caution;counts;musician;uncommon;ammunition;notions;communion;motions;unions;auction;maison;canton;sanction;comics;onions;communist;mounts
15,388,6,14,10000,16,40,transportation,3941,14,207021,263,210962,640,3682,4.97128E+11,points;station;nation;nations;artist;portion;troops;prison;instant;portrait;transport;notion;portions;strain;antonio;trains;poison;portraits;patron;prints;traits;attain;notions;transit;norton;patriot;strait;patriots;potato;option;airports;rotation;patrons;stanton;onions;partisan;ontario;pastor;norris
15,480,6,14,10000,16,47,transmitted,5332,11,228524,292,233856,752,3212,5.64861E+11,started;instead;matter;master;raised;remain;remains;stated;artist;matters;stream;martin;attend;dreams;trained;distant;marine;strain;retain;maiden;trains;armies;traits;stained;remind;merits;trades;transmit;transit;amidst;strait;treats;reminds;inmates;satire;insert;strand;miners;anders;admire;strained;retains;attire;marines;ardent;arisen
15,305,6,14,10000,16,43,administration,1599,14,204074,290,205673,688,4060,5.74502E+11,indian;station;domain;nation;nations;artist;martin;maintain;indians;instant;tradition;distant;indiana;norman;strain;romans;traditions;trains;montana;mansion;random;animation;marion;madison;traits;attain;adrian;madonna;transmit;admiration;transit;amidst;maintains;imitation;strait;marian;strand;radiant;maison;stanton;domains;ransom
15,372,6,14,10000,16,48,illustrated,3622,11,231236,297,234858,768,3267,5.89272E+11,little;result;started;raised;stated;latter;details;artist;israel;duties;ladies;titles;detail;latest;situated;listed;trials;statue;allied;trusted;allies;lasted;latitude;stuart;suited;sailed;traits;illustrate;trades;ideals;strait;treats;stella;satire;ritual;altitude;literal;laurel;trails;retail;salute;turtle;ulster;adults;attire;stature;taller
15,324,6,14,10000,16,50,proceedings,2887,11,210843,327,213730,800,3597,6.15029E+11,second;person;period;spring;opened;prince;design;copies;region;consider;seeing;pieces;desire;signed;prison;regions;prices;proceed;screen;periods;preceding;senior;recognised;episode;copied;proceeds;singer;precise;proceeding;princes;encore;resigned;respond;pioneer;corpse;pierce;recognise;ignore;sincere;spider;reside;resign;pierced;scored;recipe;pioneers;denies;pigeon;diocese
15,444,6,14,10000,16,45,mediterranean,4750,13,225117,291,229867,720,3783,6.26103E+11,married;entered;entire;remain;manner;remained;martin;dinner;reader;determine;retired;trained;tender;marine;retained;earned;animated;remainder;retain;maiden;diameter;render;retire;renamed;intend;eminent;termed;remind;adrian;nearer;trader;marian;andrea;radiant;admire;armenia;remnant;armenian;redeem;ardent;rented;terrain;mandate;manned
15,410,6,14,10000,16,45,transcription,4301,13,218856,307,223157,720,3991,6.41246E+11,action;points;spirit;station;nation;nations;artist;contain;contains;constant;actions;prison;instant;contrast;portrait;transport;artistic;strain;strict;trains;actors;portraits;patron;prints;patriotic;traits;transit;partition;patriot;carson;instinct;strait;patriots;airports;canton;patrons;sanction;tracts;stanton;contra;intact;constraint;pastor;norris
15,430,6,14,10000,16,49,establishing,4591,12,216788,309,221379,784,3708,6.43565E+11,english;things;single;length;silent;begins;signal;agents;lights;listen;establish;nights;eating;tables;slight;angels;stable;listing;absent;saints;beating;athens;sailing;beings;stages;habits;lasting;blessing;insight;healing;giants;signals;angles;stealing;hastings;sights;beasts;isabel;seating;heating;insist;albeit;bengal;lengths;assign;bathing;assent;sheila
15,344,6,14,10000,16,44,constitutional,3148,14,212986,310,216134,704,4340,6.60367E+11,action;social;station;nation;situation;nations;contain;contains;constant;actions;constitution;solution;instant;cotton;cousin;notion;locations;antonio;location;austin;caution;counts;consultation;consult;sultan;notions;isolation;instinct;unions;clinton;insult;saloon;auction;coalition;consul;continual;canton;sanction;stanton;louisa;intact;onions;nicolas
15,433,6,14,10000,16,47,alternatively,4638,13,221288,313,225926,752,4069,6.91308E+11,little;letter;really;nearly;native;entire;valley;variety;latter;travel;entirely;reality;relative;treaty;entity;talent;alternative;eternal;alternate;retain;interval;reveal;relate;relatively;lively;veteran;vanity;lately;vanilla;attain;learnt;tavern;evelyn;aerial;literal;eternity;retail;lateral;valiant;attire;taller;relevant;natalie;latent;variant;alternately
15,358,6,14,10000,16,48,performances,3353,12,246278,303,249631,768,3636,6.97082E+11,person;france;former;reason;forces;corner;career;escape;performance;perform;emperor;reform;romance;prefer;screen;farmer;compare;farmers;romans;refers;corners;encore;cameron;frances;reforms;corpse;sermon;frames;coarse;enforce;francs;scream;emerson;carson;nearer;prefers;carmen;menace;ransom;foreman;performs;confer;seneca;preface;fences;fraser;canoes
15,368,6,14,10000,16,46,interpretation,3568,14,232476,314,236044,736,4396,7.6371E+11,report;attention;entire;nation;patient;interior;partner;portrait;repair;pierre;parent;pattern;repeat;retreat;intent;retain;patent;petition;painter;porter;operate;retire;internet;prairie;patron;rotten;pioneer;tenant;partition;patriot;entertain;petite;interpret;pirate;printer;nearer;potent;repetition;potter;penetration;torrent;antoine;attire;terrain;anterior
15,306,6,14,10000,16,50,responsibility,2010,14,222801,319,224811,800,4466,8.03205E+11,person;possible;points;spirit;persons;sister;stories;poetry;possibly;prison;liberty;silent;listen;stores;stones;priest;possibility;berlin;spirits;tribes;plenty;stolen;senior;lesson;priests;resist;openly;bristol;pistol;slopes;prints;triple;strips;inspire;styles;nobility;stripes;insist;preston;nobles;insert;polite;prisons;sinister;boiler;lisbon;pistols;pilots;persist
15,311,6,14,10000,16,50,establishment,2201,13,239570,321,241771,800,4173,8.07128E+11,states;battle;estate;mental;senate;silent;essential;listen;titles;establish;beneath;enable;latest;tables;talent;estimate;stable;settle;absent;saints;athens;beaten;habits;estates;sheets;battles;talents;helena;enables;estimates;themes;tastes;sensible;hamlet;beasts;isabel;mantle;inmates;smiles;tablet;albeit;melissa;basement;assemble;tablets;hesitate;assent;sheila;latent
15,438,6,14,10000,16,54,manchester,4701,10,277358,342,282059,864,3420,8.3345E+11,master;search;centre;secret;recent;stream;create;senate;center;eastern;scheme;teacher;merchant;hearts;nearest;teachers;screen;merchants;athens;reaches;enters;matches;traces;chester;sherman;easter;ernest;teaches;earnest;thence;centres;esther;themes;charms;creates;scream;steamer;cement;charts;centers;arches;ascent;trench;carmen;herman;metres;trenches;menace;trance;teresa;seneca;marches;theresa
15,382,6,14,10000,16,55,switzerland,3818,11,269973,335,273791,880,3685,8.87849E+11,island;instead;wanted;winter;raised;answer;ireland;details;israel;waters;ladies;silent;listen;detail;walter;writes;andrew;daniel;trained;listed;strain;retain;trials;trains;warned;lasted;waited;sailed;darwin;stained;wasted;learnt;andrews;trades;ideals;denial;learns;satire;widest;insert;strand;trails;steward;retail;anders;inward;strained;wander;retains;winters;wizard;ardent;arisen;waiter
15,391,6,14,10000,16,53,compensation,4062,12,257204,361,261266,848,4332,9.5977E+11,action;section;points;nation;ancient;copies;nations;notice;instance;motion;contain;contains;actions;income;mention;companies;consent;aspect;companion;notion;antonio;emotions;emotion;poison;pension;mansion;companions;poetic;tension;notices;mentions;impose;tennis;notions;insane;motions;minnesota;compose;inmates;option;ascent;impact;maison;canton;sanction;antoine;component;onions;potomac;inspect;composite;canoes
15,408,6,14,10000,16,57,departments,4296,11,268662,361,272958,912,3971,9.88532E+11,present;street;started;matter;master;parents;spread;stated;estate;matters;stream;senate;treated;department;eastern;attend;desert;dreams;nearest;tender;parent;pattern;repeat;earned;patent;seated;enters;renamed;depart;easter;ernest;tested;patterns;earnest;termed;trades;temper;pretend;steamer;rested;parted;treats;serpent;peters;strand;stamped;spared;anders;metres;tempest;tempted;mastered;teresa;ardent;rented;repeats
15,346,6,14,10000,16,56,declaration,3227,11,275318,364,278545,896,4004,9.99304E+11,certain;action;direct;article;located;credit;notice;ireland;central;carolina;relation;creation;editor;detail;noticed;daniel;trained;doctrine;reaction;retain;cardinal;donate;arnold;caroline;rational;client;leonard;oriental;radical;candle;calendar;roland;traced;oracle;learnt;adrian;denial;aerial;cradle;claire;racial;andrea;conrad;dialect;retail;radiant;dancer;citadel;iceland;locate;ronald;contra;trance;ardent;natalie
15,333,6,14,10000,16,55,observations,2989,12,275128,349,278117,880,4188,1.02498E+12,reason;season;native;sister;stories;version;reasons;obtain;boston;breast;stores;stones;observation;tribes;servant;versions;senator;strain;absent;saints;servants;retain;senior;trains;stairs;resist;natives;sooner;assert;brains;varies;senators;arises;beasts;tavern;assertion;voters;strains;raises;invest;barnes;satire;barton;strive;treason;soviet;insert;braves;retains;osborne;assent;ontario;serbia;arisen
15,334,6,14,10000,16,57,corresponding,3001,13,236590,367,239591,912,4771,1.0425E+12,second;person;period;spring;orders;record;prince;opening;design;corner;copies;region;consider;signed;dinner;prison;records;sending;regions;prices;ending;prisoner;periods;spending;oregon;gordon;senior;copied;corners;singer;poison;pension;encoding;rogers;ordering;sooner;princes;donors;cooper;respond;recording;corpse;ignore;riders;dennis;spider;correspond;resign;pending;openings;scored;onions;poorer;pigeon;poisoned;norris
15,421,6,14,10000,16,56,preparations,4452,12,258797,370,263249,896,4440,1.04727E+12,person;reason;report;points;appear;appears;parents;parties;proper;papers;reports;prison;priest;partner;preparation;apparent;praise;repair;parent;resort;prisoner;arrest;senator;strain;retain;senior;separation;partners;persian;painter;trains;porter;patron;prints;sierra;repairs;peasant;appoint;persia;pirate;painters;printer;preston;satire;treason;insert;airports;retains;patrons;partisan;arisen;pastor;terrain;norris;anterior
15,322,6,14,10000,16,57,netherlands,2861,11,294855,353,297716,912,3883,1.0543E+12,related;learned;leader;senate;leaders;eastern;shared;desert;hearts;handle;nearest;tender;shelter;leather;earned;eternal;athens;thread;altered;deaths;seated;lasted;enters;sealed;relate;header;hatred;heated;helena;relates;easter;ernest;herald;slender;earnest;dealer;eldest;lantern;esther;learnt;trades;elders;rested;halted;learns;strand;anders;dealers;hardest;handles;teresa;ardent;rented;adhere;theresa;leaned
15,335,6,14,10000,16,52,characteristic,3011,14,290702,332,293713,832,4648,1.13583E+12,rather;character;search;characters;cities;christ;artist;hearts;arrest;artistic;stretch;critics;strict;carries;chairs;threat;harris;charter;threats;caesar;critic;traces;charities;scarce;traits;tactics;ethics;sierra;harriet;attach;arctic;scratch;strait;richest;treats;charts;satire;theirs;arches;riches;catches;carrie;richer;tracts;thrice;archie;attire;thirst;crater;architects;isaiah
15,393,6,14,10000,16,58,improvements,4112,12,271927,378,276039,928,4536,1.16196E+12,present;person;events;points;entire;movement;moment;prevent;version;remove;prison;empire;promise;remote;priest;permit;moments;movements;improvement;improve;memories;monster;senior;vermont;enters;immense;import;ernest;prints;proves;motive;pioneer;motives;sermon;merits;impose;memoirs;nerves;temper;emerson;sometime;permits;voters;invest;prevents;imports;preston;strive;entries;serpent;soviet;peters;insert;miners;proven;metres;pioneers
15,414,6,14,10000,16,61,comprehensive,4366,13,247323,394,251689,976,5122,1.25821E+12,service;person;receive;presence;prince;speech;copies;version;chinese;pieces;remove;chosen;prison;province;income;scheme;severe;empire;promise;inches;voices;improve;enemies;prices;provinces;screen;crimes;covers;venice;heroes;senior;receives;cheese;sphere;precise;specimen;princes;encore;crimson;ceremonies;proves;pioneer;heroic;perceive;corpse;sermon;shrine;impose;pierce;nerves;emerson;sincere;converse;sophie;riches;miners;proven;recipe;echoes;pioneers
15,352,6,14,10000,16,60,determination,3277,13,266394,400,269671,960,5200,1.3462E+12,matter;modern;indian;entire;domain;remain;nation;manner;mentioned;remained;edition;martin;dinner;treated;attend;mention;editor;remote;tradition;trained;tender;moderate;norman;marine;retained;earned;intent;retain;donate;maiden;intimate;diameter;random;internet;renamed;intend;marion;eminent;omitted;rotten;nominated;tenant;terminated;termed;remind;detroit;entertain;ornament;admire;terminate;meridian;denote;antoine;attire;remnant;ardent;rented;interim;manned
15,495,6,14,10000,16,62,incorporated,5534,12,282629,404,288163,992,4848,1.38584E+12,certain;action;period;report;carried;direct;record;prince;doctor;corner;credit;notice;portion;operation;printed;creation;editor;pointed;painted;director;noticed;partner;trained;repair;parent;doctrine;reaction;retain;donate;painter;porter;copied;adoption;carpet;depart;cooper;patron;pardon;poetic;traced;decoration;operator;pirate;printer;parted;trader;option;conrad;corporate;rooted;creator;dancer;carrie;contra;trance;ontario;poorer;ardent;crater;terrain;anterior
15,349,6,14,10000,16,69,generations,3234,11,348047,446,351281,1104,4906,1.90262E+12,strong;reason;entire;nation;region;nations;seeing;strange;senate;generation;eastern;agents;regions;entering;engine;nearest;string;eating;easier;intense;orange;senator;strain;retain;senior;engines;trains;enters;singer;reasoning;ranges;organs;resting;granite;easter;ernest;grants;giants;earnest;tension;sergeant;tennis;ignorant;earning;agrees;ignore;steering;insane;grains;noting;resign;seating;earnings;satire;tigers;entries;treason;insert;storage;staring;retains;antoine;tearing;teresa;arisen;regent;genera;gaston
15,302,6,14,10000,16,69,circumstances,1415,13,339264,433,340679,1104,5629,2.11712E+12,certain;nature;access;minutes;master;remain;sister;minute;remains;russian;stream;martin;russia;causes;masters;assume;crimes;marine;strain;streams;saints;retain;sunset;trains;austin;stairs;maurice;resist;mature;armies;traces;insects;curtain;accent;assure;marcus;actress;tissue;scarce;sustain;nurses;sunrise;census;assert;circus;merits;arises;curtis;scream;cruise;circumstance;arctic;strains;raises;inmates;satire;curtains;insert;ascent;miners;carmen;rustic;retains;trance;surname;assent;marines;arisen
